reference;type_article;designation;prix_achat;devise_prix_achat;prix_vente;devise_prix_vente;tva;remarque;marque;categorie;emplacement;unite
ART58140726;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Warm Bronze Br. Pvd.;2,662;EUR;;MAD;20;;;;;
ART58140845;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Dark Bronze.;2,662;EUR;;MAD;20;;;;;
ART58140707;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Black Metal Br. Pvd.;2,662;EUR;;MAD;20;;;;;
ART58140299;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Matte Black.;2,276;EUR;;MAD;20;;;;;
ART58140716;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Gold Brushed Pvd.;2,833;EUR;;MAD;20;;;;;
ART58140708;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Copper Brushed Pvd.;2,662;EUR;;MAD;20;;;;;
ART58140246;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Gold Pvd.;2,831;EUR;;MAD;20;;;;;
ART58140031;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Chrome.;1,686;EUR;;MAD;20;;;;;
ART58140149;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Finox Brushed Nickel.;2,276;EUR;;MAD;20;;;;;
ART58140710;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Brass Pvd.;2,494;EUR;;MAD;20;;;;;
ART58140720;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Nickel Pvd.;2,494;EUR;;MAD;20;;;;;
ART58140187;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Aged Bronze.;2,662;EUR;;MAD;20;;;;;
ART58140030;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Copper Pvd.;2,494;EUR;;MAD;20;;;;;
ART58140706;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Black Metal Pvd.;2,494;EUR;;MAD;20;;;;;
ART58140713;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Antique Brass.;2,662;EUR;;MAD;20;;;;;
ART58140727;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Brass Brushed Pvd.;2,662;EUR;;MAD;20;;;;;
ART58140735;Produit;Mélangeur de baignoire avec bec, inverseur, flexibles de raccordement 1,50m et douchette anticalcaire Warm Bronze Pvd.;2,494;EUR;;MAD;20;;;;;
ART59006726;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Warm Bronze Br. Pvd.;594;EUR;;MAD;20;;;;;
ART59006279;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Matte White.;507;EUR;;MAD;20;;;;;
ART59006299;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Matte Black.;507;EUR;;MAD;20;;;;;
ART59006031;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Chrome.;375;EUR;;MAD;20;;;;;
ART59006710;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Brass Pvd.;555;EUR;;MAD;20;;;;;
ART59006720;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Nickel Pvd.;555;EUR;;MAD;20;;;;;
ART59006149;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Finox Brushed Nickel.;507;EUR;;MAD;20;;;;;
ART59006727;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Brass Brushed Pvd.;594;EUR;;MAD;20;;;;;
ART59006735;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Warm Bronze Pvd.;555;EUR;;MAD;20;;;;;
ART59006030;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Copper Pvd.;555;EUR;;MAD;20;;;;;
ART59006706;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Black Metal Pvd.;555;EUR;;MAD;20;;;;;
ART59006707;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Black Metal Br. Pvd.;594;EUR;;MAD;20;;;;;
ART59006708;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Cartouche Ø35 mm Copper Brushed Pvd.;594;EUR;;MAD;20;;;;;
ART57929238;Produit;Système multifonction avec Cromothérapie Ø500 fonction PLUIE/CASCADE/BRUMISATION, pour installation au faux plafond. Electronique et télécommande multifonction étanche avec support inclus. A combiner avec alimentation 12 V 01723, non inclus. A compléterpar unecoque esthétique non incluse. Mirror Steel.;3,074;EUR;;MAD;20;;;;;
ART01810726;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Warm Bronze Br. Pvd.;1,564;EUR;;MAD;20;;;;;
ART01810708;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Copper Brushed Pvd.;1,564;EUR;;MAD;20;;;;;
ART01810710;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Brass Pvd.;1,470;EUR;;MAD;20;;;;;
ART01810720;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Nickel Pvd.;1,376;EUR;;MAD;20;;;;;
ART01810727;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Brass Brushed Pvd.;1,564;EUR;;MAD;20;;;;;
ART01810735;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Warm Bronze Pvd.;1,470;EUR;;MAD;20;;;;;
ART01810299;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Matte Black.;1,255;EUR;;MAD;20;;;;;
ART01810031;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Chrome.;931;EUR;;MAD;20;;;;;
ART01810279;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Matte White.;1,255;EUR;;MAD;20;;;;;
ART01810707;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Black Metal Br. Pvd.;1,564;EUR;;MAD;20;;;;;
ART01810147;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Chrome Brushed.;1,116;EUR;;MAD;20;;;;;
ART01810030;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Copper Pvd.;1,470;EUR;;MAD;20;;;;;
ART01810706;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Black Metal Pvd.;1,470;EUR;;MAD;20;;;;;
ART58107726;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Warm Bronze Br. Pvd.;2,001;EUR;;MAD;20;;;;;
ART58107713;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Antique Brass.;2,001;EUR;;MAD;20;;;;;
ART58107299;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Matte Black.;1,709;EUR;;MAD;20;;;;;
ART58107707;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Black Metal Br. Pvd.;2,001;EUR;;MAD;20;;;;;
ART58107716;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Gold Brushed Pvd.;2,127;EUR;;MAD;20;;;;;
ART58107708;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Copper Brushed Pvd.;2,001;EUR;;MAD;20;;;;;
ART58107031;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Chrome.;1,266;EUR;;MAD;20;;;;;
ART58107246;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Gold Pvd.;2,127;EUR;;MAD;20;;;;;
ART58107710;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Brass Pvd.;1,873;EUR;;MAD;20;;;;;
ART58107149;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Finox Brushed Nickel.;1,709;EUR;;MAD;20;;;;;
ART58107720;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Nickel Pvd.;1,873;EUR;;MAD;20;;;;;
ART58107187;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Aged Bronze.;2,001;EUR;;MAD;20;;;;;
ART58107727;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Brass Brushed Pvd.;2,001;EUR;;MAD;20;;;;;
ART58107706;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Black Metal Pvd.;1,873;EUR;;MAD;20;;;;;
ART58107030;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Copper Pvd.;1,873;EUR;;MAD;20;;;;;
ART58107735;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Warm Bronze Pvd.;1,873;EUR;;MAD;20;;;;;
ART39168279;Produit;Siège en résine antibactérienne pour cuvette 39114. À combiner avec les charnières 39184 (non inclues). Matte White.;322;EUR;;MAD;20;;;;;
ART39168299;Produit;Siège en résine antibactérienne pour cuvette 39114. À combiner avec les charnières 39184 (non inclues). Matte Black.;322;EUR;;MAD;20;;;;;
ART39168031;Produit;Siège en résine antibactérienne pour cuvette 39114. À combiner avec les charnières 39184 (non inclues). Chrome.;238;EUR;;MAD;20;;;;;
ART70604726;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Warm Bronze Br. Pvd.;818;EUR;;MAD;20;;;;;
ART70604845;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Dark Bronze.;818;EUR;;MAD;20;;;;;
ART70604299;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Matte Black.;700;EUR;;MAD;20;;;;;
ART70604031;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Chrome.;518;EUR;;MAD;20;;;;;
ART70604149;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Finox Brushed Nickel.;700;EUR;;MAD;20;;;;;
ART70604706;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Black Metal Pvd.;767;EUR;;MAD;20;;;;;
ART70604707;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Black Metal Br. Pvd.;818;EUR;;MAD;20;;;;;
ART70604708;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Copper Brushed Pvd.;818;EUR;;MAD;20;;;;;
ART70604710;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Brass Pvd.;767;EUR;;MAD;20;;;;;
ART70604735;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Warm Bronze Pvd.;767;EUR;;MAD;20;;;;;
ART70604727;Produit;Mitigeur lavabo réhaussé sans vidage avec flexibles de raccordement. DIAMANTATO Brass Brushed Pvd.;818;EUR;;MAD;20;;;;;
ART72004726;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Warm Bronze Br. Pvd.;863;EUR;;MAD;20;;;;;
ART72004031;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Chrome.;545;EUR;;MAD;20;;;;;
ART72004845;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Dark Bronze.;863;EUR;;MAD;20;;;;;
ART72004149;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Finox Brushed Nickel.;737;EUR;;MAD;20;;;;;
ART72004030;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Copper Pvd.;808;EUR;;MAD;20;;;;;
ART72004706;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Black Metal Pvd.;808;EUR;;MAD;20;;;;;
ART72004707;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Black Metal Br. Pvd.;863;EUR;;MAD;20;;;;;
ART72004708;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Copper Brushed Pvd.;863;EUR;;MAD;20;;;;;
ART72004710;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Brass Pvd.;808;EUR;;MAD;20;;;;;
ART72004720;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Nickel Pvd.;808;EUR;;MAD;20;;;;;
ART72004727;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Brass Brushed Pvd.;863;EUR;;MAD;20;;;;;
ART72004299;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Matte Black.;737;EUR;;MAD;20;;;;;
ART72004735;Produit;Mitigeur lavabo réhaussé, sans vidage, avec flexibles de raccordement. Warm Bronze Pvd.;808;EUR;;MAD;20;;;;;
ART54099726;Produit;Bec au plafond FLESSA. A compléter avec mitigeur à commande séparée. Warm Bronze Br. Pvd.;1,393;EUR;;MAD;20;;;;;
ART54099239;Produit;Bec au plafond FLESSA. A compléter avec mitigeur à commande séparée. Steel Brushed.;940;EUR;;MAD;20;;;;;
ART54099299;Produit;Bec au plafond FLESSA. A compléter avec mitigeur à commande séparée. Matte Black.;1,270;EUR;;MAD;20;;;;;
ART54099707;Produit;Bec au plafond FLESSA. A compléter avec mitigeur à commande séparée. Black Metal Br. Pvd.;1,393;EUR;;MAD;20;;;;;
ART54099708;Produit;Bec au plafond FLESSA. A compléter avec mitigeur à commande séparée. Copper Brushed Pvd.;1,393;EUR;;MAD;20;;;;;
ART54099727;Produit;Bec au plafond FLESSA. A compléter avec mitigeur à commande séparée. Brass Brushed Pvd.;1,393;EUR;;MAD;20;;;;;
ART63304726;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Warm Bronze Br. Pvd.;752;EUR;;MAD;20;;;;;
ART63304030;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Copper Pvd.;704;EUR;;MAD;20;;;;;
ART63304706;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Black Metal Pvd.;704;EUR;;MAD;20;;;;;
ART63304707;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Black Metal Br. Pvd.;752;EUR;;MAD;20;;;;;
ART63304708;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Copper Brushed Pvd.;752;EUR;;MAD;20;;;;;
ART63304710;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Brass Pvd.;704;EUR;;MAD;20;;;;;
ART63304299;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Matte Black.;643;EUR;;MAD;20;;;;;
ART63304720;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Nickel Pvd.;704;EUR;;MAD;20;;;;;
ART63304031;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Chrome.;476;EUR;;MAD;20;;;;;
ART63304727;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Brass Brushed Pvd.;752;EUR;;MAD;20;;;;;
ART63304149;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Finox Brushed Nickel.;643;EUR;;MAD;20;;;;;
ART63304187;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Aged Bronze.;752;EUR;;MAD;20;;;;;
ART63304735;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Warm Bronze Pvd.;704;EUR;;MAD;20;;;;;
ART63304713;Produit;Mitigeur lavabo réhaussé, bec court, sans vidage, avec flexibles de raccordement. Antique Brass.;752;EUR;;MAD;20;;;;;
ART58143726;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Warm Bronze Br. Pvd.;2,174;EUR;;MAD;20;;;;;
ART58143149;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Finox Brushed Nickel.;1,859;EUR;;MAD;20;;;;;
ART58143713;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Antique Brass.;2,174;EUR;;MAD;20;;;;;
ART58143187;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Aged Bronze.;2,174;EUR;;MAD;20;;;;;
ART58143030;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Copper Pvd.;2,036;EUR;;MAD;20;;;;;
ART58143845;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Dark Bronze.;2,174;EUR;;MAD;20;;;;;
ART58143706;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Black Metal Pvd.;2,036;EUR;;MAD;20;;;;;
ART58143707;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Black Metal Br. Pvd.;2,174;EUR;;MAD;20;;;;;
ART58143716;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Gold Brushed Pvd.;2,314;EUR;;MAD;20;;;;;
ART58143708;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Copper Brushed Pvd.;2,174;EUR;;MAD;20;;;;;
ART58143246;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Gold Pvd.;2,313;EUR;;MAD;20;;;;;
ART58143710;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Brass Pvd.;2,036;EUR;;MAD;20;;;;;
ART58143720;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Nickel Pvd.;2,036;EUR;;MAD;20;;;;;
ART58143299;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Matte Black.;1,859;EUR;;MAD;20;;;;;
ART58143735;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Warm Bronze Pvd.;2,036;EUR;;MAD;20;;;;;
ART58143727;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Brass Brushed Pvd.;2,174;EUR;;MAD;20;;;;;
ART58143031;Produit;Mélangeur bain-douche avec inverseur, flexibles de raccordement 1,50m et douchette anticalcaire. Chrome.;1,377;EUR;;MAD;20;;;;;
ART44679031;Produit;Partie encastrée pour commande séparée electronique murale. Chrome.;452;EUR;;MAD;20;;;;;
ART01811726;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan de bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Warm Bronze Br. Pvd.;1,193;EUR;;MAD;20;;;;;
ART01811279;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan de bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Matte White.;958;EUR;;MAD;20;;;;;
ART01811299;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan de bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Matte Black.;958;EUR;;MAD;20;;;;;
ART01811031;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan de bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Chrome.;710;EUR;;MAD;20;;;;;
